  0.57249666E-03  -0.99971373E+00   0.68851114E+06  -0.30138623E+08
  0.30164303E-02  -0.99971373E+00   0.29333596E+05  -0.12840483E+07
  0.74131710E-02  -0.99971373E+00   0.31970568E+04  -0.13997367E+06
  0.13763552E-01  -0.99971373E+00   0.86489945E+03  -0.37890480E+05
  0.22067486E-01  -0.99971373E+00   0.31039482E+03  -0.13622220E+05
  0.32324732E-01  -0.99971373E+00   0.13640989E+03  -0.60083586E+04
  0.44534965E-01  -0.99971373E+00   0.71788556E+02  -0.31803734E+04
  0.58697790E-01  -0.99971373E+00   0.40471873E+02  -0.18082718E+04
  0.74812750E-01  -0.99971373E+00   0.24140554E+02  -0.10910507E+04
  0.92879319E-01  -0.99971373E+00   0.15315882E+02  -0.70135944E+03
  0.11289691E+00  -0.99971373E+00   0.10123950E+02  -0.47015111E+03
  0.13486487E+00  -0.99971373E+00   0.68655424E+01  -0.32338954E+03
  0.15878249E+00  -0.99971373E+00   0.47890480E+01  -0.22846488E+03
  0.18464898E+00  -0.99971373E+00   0.34563704E+01  -0.16644524E+03
  0.21246351E+00  -0.99971373E+00   0.25416769E+01  -0.12314191E+03
  0.24222516E+00  -0.99971373E+00   0.19063158E+01  -0.92561474E+02
  0.27393297E+00  -0.99971373E+00   0.14703914E+01  -0.71265454E+02
  0.30758592E+00  -0.99971373E+00   0.11553731E+01  -0.55738415E+02
  0.34318289E+00  -0.99971373E+00   0.92333652E+00  -0.44255300E+02
  0.38072273E+00  -0.99971373E+00   0.75203397E+00  -0.35802628E+02
  0.42020422E+00  -0.99971373E+00   0.62203786E+00  -0.29452872E+02
  0.46162607E+00  -0.99971373E+00   0.51758842E+00  -0.24433630E+02
  0.50498694E+00  -0.99971373E+00   0.42970635E+00  -0.20289383E+02
  0.55028540E+00  -0.99971373E+00   0.35335425E+00  -0.16734332E+02
  0.59752000E+00  -0.99971373E+00   0.28252078E+00  -0.13515752E+02
  0.64668918E+00  -0.99971373E+00   0.21891236E+00  -0.10571304E+02
  0.69779135E+00  -0.99971373E+00   0.16497924E+00  -0.80027050E+01
  0.75082484E+00  -0.99971373E+00   0.12531970E+00  -0.59939146E+01
  0.80578793E+00  -0.99971373E+00   0.10060505E+00  -0.44949003E+01
  0.86267882E+00  -0.99971373E+00   0.83153938E-01  -0.33177792E+01
  0.92149566E+00  -0.99971373E+00   0.73453452E-01  -0.22955177E+01
  0.98223655E+00  -0.99971373E+00   0.67459146E-01  -0.13266655E+01
  0.10448995E+01  -0.99971373E+00   0.61413906E-01  -0.37285110E+00
  0.11094824E+01  -0.99971373E+00   0.68563322E-01   0.59681602E+00
  0.11759833E+01  -0.99971373E+00   0.88825316E-01   0.16273154E+01
  0.12443999E+01  -0.99971373E+00   0.10662333E+00   0.27650952E+01
  0.13147301E+01  -0.99971373E+00   0.13140071E+00   0.40703552E+01
  0.13869715E+01  -0.99971373E+00   0.21887204E+00   0.56868342E+01
  0.14611217E+01  -0.99971373E+00   0.34358371E+00   0.78000238E+01
  0.15371784E+01  -0.99971373E+00   0.54205625E+00   0.10724615E+02
  0.16151391E+01  -0.99971373E+00   0.99547373E+00   0.15236331E+02
  0.16950013E+01  -0.99971373E+00   0.17775018E+01   0.23117235E+02
  0.17767623E+01  -0.99971373E+00   0.31412581E+01   0.36048829E+02
  0.18604194E+01  -0.99971373E+00   0.66701726E+01   0.56873625E+02
  0.19459701E+01  -0.99971373E+00   0.16570457E+02   0.10156457E+03
  0.20334114E+01  -0.99971373E+00   0.59027969E+02   0.23764624E+03
  0.21227405E+01  -0.99971373E+00   0.48579820E+03   0.72432174E+03
  0.22139545E+01  -0.99971373E+00   0.41836567E+04  -0.40792095E+01
  0.23070505E+01  -0.99971373E+00   0.37537102E+03  -0.65518415E+03
  0.24020254E+01  -0.99971373E+00   0.52703547E+02  -0.19566716E+03
  0.24988762E+01  -0.99971373E+00   0.15837387E+02  -0.83460809E+02
  0.25975996E+01  -0.99971373E+00   0.61642639E+01  -0.45668187E+02
  0.26981924E+01  -0.99971373E+00   0.31297358E+01  -0.26469858E+02
  0.28006514E+01  -0.99971373E+00   0.16737729E+01  -0.15725249E+02
  0.29049733E+01  -0.99971373E+00   0.89176137E+00  -0.10192942E+02
  0.30111545E+01  -0.99971373E+00   0.55259844E+00  -0.70192783E+01
  0.31191918E+01  -0.99971373E+00   0.34826110E+00  -0.49706942E+01
  0.32290816E+01  -0.99971373E+00   0.21090832E+00  -0.35926368E+01
  0.33408202E+01  -0.99971373E+00   0.14288710E+00  -0.26376708E+01
  0.34544041E+01  -0.99971373E+00   0.10907987E+00  -0.19588173E+01
  0.35698295E+01  -0.99971373E+00   0.74212569E-01  -0.14775923E+01
  0.36870927E+01  -0.99971373E+00   0.50070705E-01  -0.11329222E+01
  0.38061898E+01  -0.99971373E+00   0.39232020E-01  -0.87941167E+00
  0.39271171E+01  -0.99971373E+00   0.31808683E-01  -0.69061734E+00
  0.40498705E+01  -0.99971373E+00   0.23031622E-01  -0.55295437E+00
  0.41744461E+01  -0.99971373E+00   0.17903291E-01  -0.45016413E+00
  0.43008397E+01  -0.99971373E+00   0.15318402E-01  -0.37113168E+00
  0.44290474E+01  -0.99971373E+00   0.12587861E-01  -0.31010145E+00
  0.45590648E+01  -0.99971373E+00   0.10038282E-01  -0.26405852E+00
  0.46908878E+01  -0.99971373E+00   0.87110004E-02  -0.22729017E+00
  0.48245121E+01  -0.99971373E+00   0.75669940E-02  -0.19719831E+00
  0.49599334E+01  -0.99971373E+00   0.63619704E-02  -0.17264061E+00
  0.50971471E+01  -0.99971373E+00   0.55858025E-02  -0.15240871E+00
  0.52361489E+01  -0.99971373E+00   0.49769242E-02  -0.13502681E+00
  0.53769342E+01  -0.99971373E+00   0.43341337E-02  -0.12021102E+00
  0.55194984E+01  -0.99971373E+00   0.38268103E-02  -0.10731193E+00
  0.56638370E+01  -0.99971373E+00   0.34305081E-02  -0.96109781E-01
  0.58099451E+01  -0.99971373E+00   0.30163106E-02  -0.86230708E-01
  0.59578180E+01  -0.99971373E+00   0.26826476E-02  -0.77658516E-01
  0.61074510E+01  -0.99971373E+00   0.24025879E-02  -0.69955394E-01
  0.62588391E+01  -0.99971373E+00   0.21382198E-02  -0.63186135E-01
  0.64119774E+01  -0.99971373E+00   0.19167766E-02  -0.57115630E-01
  0.65668610E+01  -0.99971373E+00   0.17333120E-02  -0.51911475E-01
  0.67234847E+01  -0.99971373E+00   0.15569994E-02  -0.47072748E-01
  0.68818435E+01  -0.99971373E+00   0.14159844E-02  -0.43071607E-01
  0.70419323E+01  -0.99971373E+00   0.12853164E-02  -0.39261735E-01
  0.72037457E+01  -0.99971373E+00   0.11780251E-02  -0.36302928E-01
  0.73672786E+01  -0.99971373E+00   0.10787965E-02  -0.33240410E-01
  0.75325256E+01  -0.99971373E+00   0.99892009E-03  -0.30976692E-01
  0.76994813E+01  -0.99971373E+00   0.92195241E-03  -0.28658626E-01
  0.78681404E+01  -0.99971373E+00   0.85537297E-03  -0.26635903E-01
  0.80384972E+01  -0.99971373E+00   0.79584621E-03  -0.24863144E-01
  0.82105463E+01  -0.99971373E+00   0.73334181E-03  -0.22798913E-01
  0.83842820E+01  -0.99971373E+00   0.68967490E-03  -0.21495369E-01
  0.85596988E+01  -0.99971373E+00   0.63675255E-03  -0.19681837E-01
  0.87367908E+01  -0.99971373E+00   0.59785759E-03  -0.18382839E-01
  0.89155523E+01  -0.99971373E+00   0.55869881E-03  -0.17009407E-01
  0.90959775E+01  -0.99971373E+00   0.52711899E-03  -0.15888574E-01
  0.92780605E+01  -0.99971373E+00   0.49987783E-03  -0.14924603E-01
  0.94617955E+01  -0.99971373E+00   0.47548207E-03  -0.14051375E-01
  0.96471763E+01  -0.99971373E+00   0.45704900E-03  -0.13434813E-01
  0.98341969E+01  -0.99971373E+00   0.43871675E-03  -0.12832589E-01
  0.10022851E+02  -0.99971373E+00   0.42317385E-03  -0.12358583E-01
  0.10213133E+02  -0.99971373E+00   0.40744617E-03  -0.11884831E-01
  0.10405037E+02  -0.99971373E+00   0.39233012E-03  -0.11433674E-01
  0.10598556E+02  -0.99971373E+00   0.37735565E-03  -0.10979908E-01
  0.10793683E+02  -0.99971373E+00   0.36230122E-03  -0.10502075E-01
  0.10990413E+02  -0.99971373E+00   0.34828096E-03  -0.10049250E-01
  0.11188740E+02  -0.99971373E+00   0.33405318E-03  -0.95631193E-02
  0.11388655E+02  -0.99971373E+00   0.32144395E-03  -0.91247719E-02
  0.11590154E+02  -0.99971373E+00   0.30888843E-03  -0.86674440E-02
  0.11793230E+02  -0.99971373E+00   0.29781001E-03  -0.82553547E-02
  0.11997876E+02  -0.99971373E+00   0.28711016E-03  -0.78429116E-02
  0.12204085E+02  -0.99971373E+00   0.27764552E-03  -0.74689098E-02
  0.12411850E+02  -0.99971373E+00   0.26870229E-03  -0.71037259E-02
  0.12621165E+02  -0.99971373E+00   0.26081892E-03  -0.67723487E-02
  0.12832024E+02  -0.99971373E+00   0.25347312E-03  -0.64532112E-02
  0.13044418E+02  -0.99971373E+00   0.24709525E-03  -0.61648135E-02
  0.13258342E+02  -0.99971373E+00   0.24126873E-03  -0.58896680E-02
