           1           1   0.3924883856117379E+01
           1           2   0.1651884553121960E-06
           1           3   0.6956541638735373E-06
           1           4   0.2303674335796466E-05
           1           5   0.6431121655654881E-05
           1           6   0.1580247202161635E-04
           1           7   0.3516861483404337E-04
           1           8   0.7231614090915486E-04
           1           9   0.1393931992299194E-03
           1          10   0.2545984548698054E-03
           1          11   0.4442240054173207E-03
           1          12   0.7449495504471958E-03
           1          13   0.1206237447293138E-02
           1          14   0.1892657368224898E-02
           1          15   0.2885950169809857E-02
           1          16   0.4286621375708981E-02
           1          17   0.6214835434149063E-02
           1          18   0.8810362725116002E-02
           1          19   0.1223131224673744E-01
           1          20   0.1665136512619952E-01
           1          21   0.2225524720450614E-01
           1          22   0.2923239077332645E-01
           1          23   0.3776902255652068E-01
           1          24   0.4803903126560830E-01
           1          25   0.6019401366202654E-01
           1          26   0.7435293961641755E-01
           1          27   0.9059191771621364E-01
           1          28   0.1089345833467461E+00
           1          29   0.1293436706602925E+00
           1          30   0.1517143682523928E+00
 
           2           1   0.4415673717550730E+00
           2           2   0.1052685217096398E+01
           2           3   0.2284682020757005E+00
           2           4   0.2562062345097627E+00
           2           5   0.2843358881933379E+00
           2           6   0.3123744015243539E+00
           2           7   0.3398100204019424E+00
           2           8   0.3661178399748320E+00
           2           9   0.3907766707210282E+00
           2          10   0.4132862683860201E+00
           2          11   0.4331842259058773E+00
           2          12   0.4500617863278522E+00
           2          13   0.4635777991311467E+00
           2          14   0.4734700102435380E+00
           2          15   0.4795629202496441E+00
           2          16   0.4817718399539591E+00
           2          17   0.4801032999364544E+00
           2          18   0.4746521550207190E+00
           2          19   0.4655957644336138E+00
           2          20   0.4531856588689636E+00
           2          21   0.4377371343795493E+00
           2          22   0.4196172398851312E+00
           2          23   0.3992316499662371E+00
           2          24   0.3770109373866398E+00
           2          25   0.3533967803316763E+00
           2          26   0.3288286575514549E+00
           2          27   0.3037316003017686E+00
           2          28   0.2785055723197379E+00
           2          29   0.2535169182266152E+00
           2          30   0.2290919722899127E+00
 
           3           1  -0.3963927930247999E+00
           3           2   0.2348111991630023E+00
           3           3   0.5278925088324906E+00
           3           4   0.1419623454131995E+00
           3           5   0.1236449582255467E+00
           3           6   0.1068854076759505E+00
           3           7   0.9169945151603240E-01
           3           8   0.7806961989352937E-01
           3           9   0.6595031409225831E-01
           3          10   0.5527312316488987E-01
           3          11   0.4595212872078402E-01
           3          12   0.3788896666700083E-01
           3          13   0.3097742317337070E-01
           3          14   0.2510741590220307E-01
           3          15   0.2016834058278060E-01
           3          16   0.1605181897688869E-01
           3          17   0.1265389074909548E-01
           3          18   0.9876693561735329E-02
           3          19   0.7629677253282671E-02
           3          20   0.5830399250942131E-02
           3          21   0.4404949411556732E-02
           3          22   0.3288053277902524E-02
           3          23   0.2422903279626805E-02
           3          24   0.1760767699931724E-02
           3          25   0.1260427271949624E-02
           3          26   0.8874890648597180E-03
           3          27   0.6136268722991618E-03
           3          28   0.4157966272293522E-03
           3          29   0.2754739631825192E-03
           3          30   0.1779521778981327E-03
 
           4           1  -0.1832345934281511E+00
           4           2  -0.1947452128157961E+00
           4           3   0.1499364977146599E+00
           4           4   0.3362762313109268E+00
           4           5   0.1184719117808529E-04
           4           6   0.5929065121838567E-05
           4           7   0.2753263699126204E-05
           4           8   0.1164838851912509E-05
           4           9   0.4375067888285592E-06
           4          10   0.1403682803025570E-06
           4          11   0.3619450678568502E-07
           4          12   0.6752557670139400E-08
           4          13   0.7419534885318698E-09
           4          14   0.2915596633003745E-10
           4          15   0.6008126944141074E-13
           4          16   0.0000000000000000E+00
           4          17   0.0000000000000000E+00
           4          18   0.0000000000000000E+00
           4          19   0.0000000000000000E+00
           4          20   0.0000000000000000E+00
