  -0.9997193395297699E+00   0.7071067811865476E+00  -0.1224401133920072E+01   0.1579807727401707E+01  -0.1867679392561760E+01   0.2115370394771047E+01  -0.2335344467555714E+01   0.2534504352904893E+01  -0.2717132157211031E+01   0.2886090895072158E+01  -0.3043399608452794E+01   0.3190540148888729E+01  -0.3328634365379804E+01   0.3458552890030688E+01  -0.3580985249269403E+01   0.3696486872637576E+01  -0.3805511665239294E+01   0.3908435213178119E+01  -0.4005571713965305E+01   0.4097186586192828E+01  -0.4183506032218673E+01   0.4264724406588223E+01  -0.4341009974670570E+01   0.4412509470589500E+01  -0.4479351746163172E+01   0.4541650722394230E+01  -0.4599507799258786E+01   0.4653013840055890E+01  -0.4702250818201543E+01   0.4747293193670099E+01  -0.4788209071018875E+01   0.4825061179527498E+01
  -0.9985215119897574E+00   0.7071067811865476E+00  -0.1222934100783630E+01   0.1574130930056370E+01  -0.1854263362726248E+01   0.2090061090335808E+01  -0.2293466062584520E+01   0.2470935386483561E+01  -0.2626367408423895E+01   0.2762294730627123E+01  -0.2880453851366851E+01   0.2982088231436138E+01  -0.3068122847282647E+01   0.3139271030724844E+01  -0.3196103083491334E+01   0.3239092084981385E+01  -0.3268645456983784E+01   0.3285127284311347E+01  -0.3288874433707265E+01   0.3280208389608643E+01  -0.3259444054424942E+01   0.3226896346790797E+01  -0.3182885167969042E+01   0.3127739134868136E+01  -0.3061798363570098E+01   0.2985416509256909E+01  -0.2898962214334735E+01   0.2802820078434354E+01  -0.2697391236700510E+01   0.2583093613020210E+01  -0.2460361900341911E+01   0.2329647309484737E+01
  -0.9963677327909443E+00   0.7071067811865476E+00  -0.1220296270755774E+01   0.1563940764720487E+01  -0.1830241489897273E+01   0.2044896258389026E+01  -0.2219048115845530E+01   0.2358545516720833E+01  -0.2466846631115502E+01   0.2546199770614855E+01  -0.2598204852152678E+01   0.2624110444220678E+01  -0.2624983268397830E+01   0.2601810284513622E+01  -0.2555562449066059E+01   0.2487235322559123E+01  -0.2397874941752443E+01   0.2288593869327735E+01  -0.2160580418514249E+01   0.2015102956074151E+01  -0.1853510538086645E+01   0.1677230735634590E+01  -0.1487765257531044E+01   0.1286683816253249E+01  -0.1075616577466969E+01   0.8562454627414682E+00  -0.6302945268976572E+00   0.3995195981229320E+00  -0.1656973455330996E+00  -0.6938607800531854E-01   0.3039466824395138E+00  -0.5362144506578851E+00
  -0.9932595861878670E+00   0.7071067811865476E+00  -0.1216489584144122E+01   0.1549273994300308E+01  -0.1795803786400448E+01   0.1980491737082771E+01  -0.2113636610995821E+01   0.2200629459111518E+01  -0.2244829924642469E+01   0.2248727845012563E+01  -0.2214488381069158E+01   0.2144232142026117E+01  -0.2040185666160793E+01   0.1904761649757500E+01  -0.1740597711601551E+01   0.1550568833169545E+01  -0.1337782033284497E+01   0.1105558459591944E+01  -0.8574062589405606E+00   0.5969865668565334E+00  -0.3280743625742869E+00   0.5451558002679754E-01   0.2198183556853228E+00  -0.4910775398397733E+00   0.7554812194025987E+00  -0.1009365189016787E+01   0.1249228156592076E+01  -0.1471776337605531E+01   0.1673965590106208E+01  -0.1853040456734759E+01   0.2006569537397333E+01  -0.2132476677371260E+01
  -0.9891999908750335E+00   0.7071067811865476E+00  -0.1211517615604804E+01   0.1530186525223119E+01  -0.1751229603556197E+01   0.1897738117126274E+01  -0.1979439474628985E+01   0.2001837212664460E+01  -0.1969043797126808E+01   0.1884900380776111E+01  -0.1753473731401197E+01   0.1579278662361536E+01  -0.1367360429853005E+01   0.1123296812874477E+01  -0.8531497427943827E+00   0.5633832143296980E+00  -0.2607579901109958E+00  -0.4778951136772062E-01   0.3552784081953476E+00  -0.6548198239004691E+00   0.9397544039679127E+00  -0.1203787055876504E+01   0.1441115421243714E+01  -0.1646548902710890E+01   0.1815615391909891E+01  -0.1944653192272652E+01   0.2030886007034316E+01  -0.2072479268580521E+01   0.2068576516810796E+01  -0.2019314985586345E+01   0.1925820020184616E+01  -0.1790178416570255E+01
  -0.9841928216302204E+00   0.7071067811865476E+00  -0.1205385110752029E+01   0.1506751410899100E+01  -0.1696881019344491E+01   0.1797779481248147E+01  -0.1819262902928429E+01   0.1768003556444654E+01  -0.1650273877344938E+01   0.1472958976968163E+01  -0.1243920675355738E+01   0.9720609024228622E+00  -0.6672218782382981E+00   0.3399877965179182E+00  -0.1424223822243380E-02  -0.3372208541228628E+00   0.6648361593599018E+00  -0.9707712390454709E+00   0.1245152235159209E+01  -0.1479177387199418E+01   0.1665381681265352E+01  -0.1797861462838151E+01   0.1872451368956121E+01  -0.1886847620280979E+01   0.1840673526775064E+01  -0.1735484966214051E+01   0.1574715545394364E+01  -0.1363563096299355E+01   0.1108821037664444E+01  -0.8186598905612406E+00   0.5023658216896048E+00  -0.1700444516440275E+00
  -0.9782428702864430E+00   0.7071067811865476E+00  -0.1198097938358708E+01   0.1479058404140229E+01  -0.1633199341951867E+01   0.1681995605277920E+01  -0.1636446094726013E+01   0.1505957847787288E+01  -0.1300895724728499E+01   0.1033345410218116E+01  -0.7171722395826482E+00   0.3677329504724057E+00  -0.1392443965940346E-02  -0.3650718169567452E+00   0.7151219345175871E+00  -0.1033124215995588E+01   0.1304988754423865E+01  -0.1518751115720013E+01   0.1665067825709893E+01  -0.1737602257163020E+01   0.1733282974811025E+01  -0.1652422567689986E+01   0.1498691331486973E+01  -0.1278946644425351E+01   0.1002925262411669E+01  -0.6828117867270815E+00   0.3327019818635267E+00   0.3201578496934480E-01  -0.3953341415339107E+00   0.7413261102136055E+00  -0.1054839956995447E+01   0.1322159342942311E+01
  -0.9713558345581709E+00   0.7071067811865476E+00  -0.1189663076671416E+01   0.1447213582039732E+01  -0.1560701258968880E+01   0.1551981270602536E+01  -0.1434784932898218E+01   0.1223303732246998E+01  -0.9343408299528130E+00   0.5875674701142043E+00  -0.2049860317758347E+00  -0.1900096001835298E+00   0.5737829421985907E+00  -0.9236857654646288E+00   0.1219270618856118E+01  -0.1443400117802843E+01   0.1583181013838896E+01  -0.1630664747623496E+01   0.1583271564875427E+01  -0.1443912246601464E+01   0.1220799487796313E+01  -0.9269591239657229E+00   0.5794688219657130E+00  -0.1984675860869287E+00  -0.1940073815294565E+00   0.5752900170068346E+00  -0.9233883985279036E+00   0.1218246977344265E+01  -0.1442895954159239E+01   0.1584422207525680E+01  -0.1634706423792853E+01   0.1590884486056650E+01
  -0.9635383108331340E+00   0.7071067811865476E+00  -0.1180088604582196E+01   0.1411338931283513E+01  -0.1479974396488979E+01   0.1409522493273424E+01  -0.1218445559969151E+01   0.9281748336061619E+00  -0.5645199496371645E+00   0.1570139025798942E+00   0.2626416955868517E+00  -0.6625576885414958E+00   0.1012780932172771E+01  -0.1287344302293465E+01   0.1466064308664928E+01  -0.1535940225555972E+01   0.1492044701769428E+01  -0.1337836506518102E+01   0.1084870142925210E+01  -0.7519220973689884E+00   0.3635965997510724E+00   0.5148798887280445E-01  -0.4628003415958734E+00   0.8401320692570654E+00  -0.1155805749136864E+01   0.1386694549808834E+01  -0.1515906719284163E+01   0.1534012692516882E+01  -0.1439725961732974E+01   0.1239988698971752E+01  -0.9494565164862756E+00   0.5894205323957817E+00
  -0.9547977872711912E+00   0.7071067811865476E+00  -0.1169383693176429E+01   0.1371571878069612E+01  -0.1391672285035054E+01   0.1256569952725578E+01  -0.9918697461127209E+00   0.6289743779697315E+00  -0.2052293523059900E+00  -0.2382133794786626E+00   0.6595024715934670E+00  -0.1019524355341428E+01   0.1285221029856506E+01  -0.1432428124475656E+01   0.1447948122255500E+01  -0.1330657090731051E+01   0.1091537533255641E+01  -0.7526305169151508E+00   0.3449996849177370E+00   0.9411006004372831E-01  -0.5246632533896610E+00   0.9074682464071567E+00  -0.1207727587795967E+01   0.1398184440893352E+01  -0.1461581712166489E+01   0.1392212799597762E+01  -0.1196425045129700E+01   0.8920316532867426E+00  -0.5066864557693279E+00   0.7536954660352309E-01   0.3627879737762063E+00  -0.7680523645237238E+00
