           1           1   0.6986924811627065E-01
           1           2   0.5556914555217612E-01
           1           3   0.2244161929139415E-01
           1           4   0.5139036927310266E-02
           1           5   0.6833834680348295E-03
           1           6   0.5127046507493878E-04
           1           7   0.1974418029325754E-05
           1           8   0.2981551320493550E-07
           1           9   0.2344855873445349E-12
           1          10   0.0000000000000000E+00
           1          11   0.0000000000000000E+00
           1          12   0.0000000000000000E+00
           1          13   0.0000000000000000E+00
           1          14   0.0000000000000000E+00
           1          15   0.0000000000000000E+00
           1          16   0.0000000000000000E+00
           1          17   0.0000000000000000E+00
           1          18   0.0000000000000000E+00
           1          19   0.0000000000000000E+00
           1          20   0.0000000000000000E+00
           1          21   0.0000000000000000E+00
           1          22   0.0000000000000000E+00
           1          23   0.0000000000000000E+00
           1          24   0.0000000000000000E+00
           1          25   0.0000000000000000E+00
           1          26   0.0000000000000000E+00
           1          27   0.0000000000000000E+00
           1          28   0.0000000000000000E+00
           1          29   0.0000000000000000E+00
           1          30   0.0000000000000000E+00
 
           2           1   0.5556914555217612E-01
           2           2   0.9762454455030339E-01
           2           3   0.8100980895077321E-01
           2           4   0.3700165547082201E-01
           2           5   0.9736253379654771E-02
           2           6   0.1454963056491496E-02
           2           7   0.1139655484721082E-03
           2           8   0.3675441160021541E-05
           2           9   0.3921222386980098E-08
           2          10   0.3080631196051310E-13
           2          11   0.0000000000000000E+00
           2          12   0.0000000000000000E+00
           2          13   0.0000000000000000E+00
           2          14   0.0000000000000000E+00
           2          15   0.0000000000000000E+00
           2          16   0.0000000000000000E+00
           2          17   0.0000000000000000E+00
           2          18   0.0000000000000000E+00
           2          19   0.0000000000000000E+00
           2          20   0.0000000000000000E+00
           2          21   0.0000000000000000E+00
           2          22   0.0000000000000000E+00
           2          23   0.0000000000000000E+00
           2          24   0.0000000000000000E+00
           2          25   0.0000000000000000E+00
           2          26   0.0000000000000000E+00
           2          27   0.0000000000000000E+00
           2          28   0.0000000000000000E+00
           2          29   0.0000000000000000E+00
           2          30   0.0000000000000000E+00
 
           3           1   0.2244161929139415E-01
           3           2   0.8100980895077321E-01
           3           3   0.1284659020690002E+00
           3           4   0.1085689370488553E+00
           3           5   0.5227603973803292E-01
           3           6   0.1437055200254317E-01
           3           7   0.2125037403701086E-02
           3           8   0.1399625212374153E-03
           3           9   0.1249942453993713E-05
           3          10   0.1318994761152397E-08
           3          11   0.1036152066128820E-13
           3          12   0.0000000000000000E+00
           3          13   0.0000000000000000E+00
           3          14   0.0000000000000000E+00
           3          15   0.0000000000000000E+00
           3          16   0.0000000000000000E+00
           3          17   0.0000000000000000E+00
           3          18   0.0000000000000000E+00
           3          19   0.0000000000000000E+00
           3          20   0.0000000000000000E+00
           3          21   0.0000000000000000E+00
           3          22   0.0000000000000000E+00
           3          23   0.0000000000000000E+00
           3          24   0.0000000000000000E+00
           3          25   0.0000000000000000E+00
           3          26   0.0000000000000000E+00
           3          27   0.0000000000000000E+00
           3          28   0.0000000000000000E+00
           3          29   0.0000000000000000E+00
           3          30   0.0000000000000000E+00
 
           4           1   0.5139036927310266E-02
           4           2   0.3700165547082201E-01
           4           3   0.1085689370488553E+00
           4           4   0.1641184720779699E+00
           4           5   0.1395533060680393E+00
           4           6   0.6799880347691939E-01
           4           7   0.1828325470790572E-01
           4           8   0.2373090930677164E-02
           4           9   0.7901086736684753E-04
           4          10   0.6905605140820859E-06
           4          11   0.7265860419593636E-09
           4          12   0.5707731782521701E-14
           4          13   0.0000000000000000E+00
           4          14   0.0000000000000000E+00
           4          15   0.0000000000000000E+00
           4          16   0.0000000000000000E+00
           4          17   0.0000000000000000E+00
           4          18   0.0000000000000000E+00
           4          19   0.0000000000000000E+00
           4          20   0.0000000000000000E+00
           4          21   0.0000000000000000E+00
           4          22   0.0000000000000000E+00
           4          23   0.0000000000000000E+00
           4          24   0.0000000000000000E+00
           4          25   0.0000000000000000E+00
           4          26   0.0000000000000000E+00
           4          27   0.0000000000000000E+00
           4          28   0.0000000000000000E+00
           4          29   0.0000000000000000E+00
           4          30   0.0000000000000000E+00
 
           5           1   0.6833834680348295E-03
           5           2   0.9736253379654771E-02
           5           3   0.5227603973803292E-01
           5           4   0.1395533060680393E+00
           5           5   0.2064619252311005E+00
           5           6   0.1751682866585417E+00
           5           7   0.8373887572860150E-01
           5           8   0.2065877330187298E-01
           5           9   0.1819131121089425E-02
           5          10   0.5901266153180007E-04
           5          11   0.5114623580484852E-06
           5          12   0.5375272662630818E-09
           5          13   0.4222527457023024E-14
           5          14   0.0000000000000000E+00
           5          15   0.0000000000000000E+00
           5          16   0.0000000000000000E+00
           5          17   0.0000000000000000E+00
           5          18   0.0000000000000000E+00
           5          19   0.0000000000000000E+00
           5          20   0.0000000000000000E+00
           5          21   0.0000000000000000E+00
           5          22   0.0000000000000000E+00
           5          23   0.0000000000000000E+00
           5          24   0.0000000000000000E+00
           5          25   0.0000000000000000E+00
           5          26   0.0000000000000000E+00
           5          27   0.0000000000000000E+00
           5          28   0.0000000000000000E+00
           5          29   0.0000000000000000E+00
           5          30   0.0000000000000000E+00
 
           6           1   0.5127046507493878E-04
           6           2   0.1454963056491496E-02
           6           3   0.1437055200254317E-01
           6           4   0.6799880347691939E-01
           6           5   0.1751682866585417E+00
           6           6   0.2578095076019853E+00
           6           7   0.2167001612005025E+00
           6           8   0.9866517311578132E-01
           6           9   0.1927472727716020E-01
           6          10   0.1653198697312409E-02
           6          11   0.5300743672631023E-04
           6          12   0.4576774964271934E-06
           6          13   0.4807511520188998E-09
           6          14   0.3776456615186153E-14
           6          15   0.0000000000000000E+00
           6          16   0.0000000000000000E+00
           6          17   0.0000000000000000E+00
           6          18   0.0000000000000000E+00
           6          19   0.0000000000000000E+00
           6          20   0.0000000000000000E+00
           6          21   0.0000000000000000E+00
           6          22   0.0000000000000000E+00
           6          23   0.0000000000000000E+00
           6          24   0.0000000000000000E+00
           6          25   0.0000000000000000E+00
           6          26   0.0000000000000000E+00
           6          27   0.0000000000000000E+00
           6          28   0.0000000000000000E+00
           6          29   0.0000000000000000E+00
           6          30   0.0000000000000000E+00
 
           7           1   0.1974418029325754E-05
           7           2   0.1139655484721082E-03
           7           3   0.2125037403701086E-02
           7           4   0.1828325470790572E-01
           7           5   0.8373887572860150E-01
           7           6   0.2167001612005025E+00
           7           7   0.3212520419670507E+00
           7           8   0.2656099604782617E+00
           7           9   0.1046019890036890E+00
           7          10   0.1996320272035425E-01
           7          11   0.1692044867475361E-02
           7          12   0.5396796254809472E-04
           7          13   0.4651723005677969E-06
           7          14   0.4885084699517350E-09
           7          15   0.3837443347114119E-14
           7          16   0.0000000000000000E+00
           7          17   0.0000000000000000E+00
           7          18   0.0000000000000000E+00
           7          19   0.0000000000000000E+00
           7          20   0.0000000000000000E+00
           7          21   0.0000000000000000E+00
           7          22   0.0000000000000000E+00
           7          23   0.0000000000000000E+00
           7          24   0.0000000000000000E+00
           7          25   0.0000000000000000E+00
           7          26   0.0000000000000000E+00
           7          27   0.0000000000000000E+00
           7          28   0.0000000000000000E+00
           7          29   0.0000000000000000E+00
           7          30   0.0000000000000000E+00
 
           8           1   0.2981551320493550E-07
           8           2   0.3675441160021541E-05
           8           3   0.1399625212374153E-03
           8           4   0.2373090930677164E-02
           8           5   0.2065877330187298E-01
           8           6   0.9866517311578132E-01
           8           7   0.2656099604782617E+00
           8           8   0.4011142383861852E+00
           8           9   0.3042109812437906E+00
           8          10   0.1179083874253375E+00
           8          11   0.2231026150967478E-01
           8          12   0.1882775818186985E-02
           8          13   0.5993572439745913E-04
           8          14   0.5162864518712369E-06
           8          15   0.5421399059269039E-09
           8          16   0.4258710857488965E-14
           8          17   0.0000000000000000E+00
           8          18   0.0000000000000000E+00
           8          19   0.0000000000000000E+00
           8          20   0.0000000000000000E+00
           8          21   0.0000000000000000E+00
           8          22   0.0000000000000000E+00
           8          23   0.0000000000000000E+00
           8          24   0.0000000000000000E+00
           8          25   0.0000000000000000E+00
           8          26   0.0000000000000000E+00
           8          27   0.0000000000000000E+00
           8          28   0.0000000000000000E+00
           8          29   0.0000000000000000E+00
           8          30   0.0000000000000000E+00
 
           9           1   0.2344855873445349E-12
           9           2   0.3921222386980098E-08
           9           3   0.1249942453993713E-05
           9           4   0.7901086736684753E-04
           9           5   0.1819131121089425E-02
           9           6   0.1927472727716020E-01
           9           7   0.1046019890036890E+00
           9           8   0.3042109812437906E+00
           9           9   0.4451507269921999E+00
           9          10   0.3376089066408425E+00
           9          11   0.1308530073429279E+00
           9          12   0.2475960257702139E-01
           9          13   0.2089477121555137E-02
           9          14   0.6651579210184475E-04
           9          15   0.5729671686910505E-06
           9          16   0.6016589602468384E-09
           9          17   0.4726238107619230E-14
           9          18   0.0000000000000000E+00
