  0.80802735E-03  -0.59920184E+01  -0.59920177E+01  -0.59920184E+01
  0.42574130E-02  -0.59576640E+01  -0.59576629E+01  -0.59576640E+01
  0.10462980E-01  -0.58948902E+01  -0.58949013E+01  -0.58948902E+01
  0.19425862E-01  -0.58026883E+01  -0.58027464E+01  -0.58026883E+01
  0.31145875E-01  -0.56808323E+01  -0.56809971E+01  -0.56808323E+01
  0.45622597E-01  -0.55306233E+01  -0.55309732E+01  -0.55306233E+01
  0.62855471E-01  -0.53552562E+01  -0.53558754E+01  -0.53552562E+01
  0.82843825E-01  -0.51596624E+01  -0.51606279E+01  -0.51596624E+01
  0.10558687E+00  -0.49498870E+01  -0.49512573E+01  -0.49498870E+01
  0.13108372E+00  -0.47322118E+01  -0.47340111E+01  -0.47322118E+01
  0.15933336E+00  -0.45122906E+01  -0.45144804E+01  -0.45122906E+01
  0.19033469E+00  -0.42945163E+01  -0.42969559E+01  -0.42945163E+01
  0.22408647E+00  -0.40817302E+01  -0.40841503E+01  -0.40817302E+01
  0.26058739E+00  -0.38753016E+01  -0.38773081E+01  -0.38753016E+01
  0.29983601E+00  -0.36755784E+01  -0.36766296E+01  -0.36755784E+01
  0.34183077E+00  -0.34826902E+01  -0.34818852E+01  -0.34826902E+01
  0.38657002E+00  -0.32975850E+01  -0.32930547E+01  -0.32975850E+01
  0.43405201E+00  -0.31228495E+01  -0.31107942E+01  -0.31228495E+01
  0.48427485E+00  -0.29622515E+01  -0.29364879E+01  -0.29622515E+01
  0.53723658E+00  -0.28183593E+01  -0.27717175E+01  -0.28183593E+01
  0.59293510E+00  -0.26908074E+01  -0.26173651E+01  -0.26908074E+01
  0.65136822E+00  -0.25787859E+01  -0.24730414E+01  -0.25787859E+01
  0.71253364E+00  -0.24855894E+01  -0.23373533E+01  -0.24855894E+01
  0.77642895E+00  -0.24199087E+01  -0.22086748E+01  -0.24199087E+01
  0.84305162E+00  -0.23922054E+01  -0.20857501E+01  -0.23922054E+01
  0.91239905E+00  -0.24095210E+01  -0.19678767E+01  -0.24095210E+01
  0.98446848E+00  -0.24755191E+01  -0.18548122E+01  -0.24755191E+01
  0.10592571E+01  -0.26000999E+01  -0.17465981E+01  -0.26000999E+01
  0.11367619E+01  -0.28118297E+01  -0.16434037E+01  -0.28118297E+01
  0.12169799E+01  -0.31620098E+01  -0.15454171E+01  -0.31620098E+01
  0.12999080E+01  -0.37171229E+01  -0.14527745E+01  -0.37171229E+01
  0.13855427E+01  -0.45460194E+01  -0.13655163E+01  -0.45460194E+01
  0.14738809E+01  -0.57489070E+01  -0.12835725E+01  -0.57489070E+01
  0.15649189E+01  -0.75344052E+01  -0.12067790E+01  -0.75344052E+01
  0.16586533E+01  -0.10267323E+02  -0.11349109E+01  -0.10267323E+02
  0.17550802E+01  -0.14686203E+02  -0.10676997E+01  -0.14686203E+02
  0.18541960E+01  -0.22615522E+02  -0.10048191E+01  -0.22615522E+02
  0.19559966E+01  -0.38727857E+02  -0.94587998E+00  -0.38727857E+02
  0.20604782E+01  -0.80528457E+02  -0.89050069E+00  -0.80528457E+02
  0.21676365E+01  -0.31654162E+03  -0.83840764E+00  -0.31654162E+03
  0.22774674E+01  -0.21188266E+03  -0.78941717E+00  -0.21188266E+03
  0.23899666E+01  -0.72499991E+02  -0.74330125E+00  -0.72499991E+02
  0.25051295E+01  -0.39285704E+02  -0.69969188E+00  -0.39285704E+02
  0.26229517E+01  -0.24698360E+02  -0.65818336E+00  -0.24698360E+02
  0.27434285E+01  -0.17097221E+02  -0.61860067E+00  -0.17097221E+02
  0.28665552E+01  -0.12337483E+02  -0.58095595E+00  -0.12337483E+02
  0.29923269E+01  -0.90936816E+01  -0.54515292E+00  -0.90936816E+01
  0.31207387E+01  -0.69582830E+01  -0.51095716E+00  -0.69582830E+01
  0.32517854E+01  -0.52802855E+01  -0.47825425E+00  -0.52802855E+01
  0.33854621E+01  -0.41343869E+01  -0.44710600E+00  -0.41343869E+01
  0.35217633E+01  -0.33396055E+01  -0.41748861E+00  -0.33396055E+01
  0.36606837E+01  -0.27381278E+01  -0.38925222E+00  -0.27381278E+01
  0.38022178E+01  -0.21715278E+01  -0.36236220E+00  -0.21715278E+01
  0.39463601E+01  -0.18057343E+01  -0.33690104E+00  -0.18057343E+01
  0.40931048E+01  -0.15934514E+01  -0.31282769E+00  -0.15934514E+01
  0.42424463E+01  -0.13308888E+01  -0.29002358E+00  -0.13308888E+01
  0.43943786E+01  -0.11144899E+01  -0.26850608E+00  -0.11144899E+01
  0.45488957E+01  -0.97945715E+00  -0.24831582E+00  -0.97945715E+00
  0.47059915E+01  -0.90209734E+00  -0.22935674E+00  -0.90209734E+00
  0.48656599E+01  -0.74084739E+00  -0.21155379E+00  -0.74084739E+00
  0.50278945E+01  -0.65003797E+00  -0.19494181E+00  -0.65003797E+00
  0.51926890E+01  -0.61210976E+00  -0.17947866E+00  -0.61210976E+00
  0.53600369E+01  -0.51992279E+00  -0.16505492E+00  -0.51992279E+00
  0.55299316E+01  -0.44729318E+00  -0.15165852E+00  -0.44729318E+00
  0.57023663E+01  -0.40947160E+00  -0.13927930E+00  -0.40947160E+00
  0.58773343E+01  -0.36819395E+00  -0.12781778E+00  -0.36819395E+00
  0.60548288E+01  -0.30519162E+00  -0.11722272E+00  -0.30519162E+00
  0.62348426E+01  -0.27133473E+00  -0.10748954E+00  -0.27133473E+00
  0.64173688E+01  -0.25253271E+00  -0.98541276E-01  -0.25253271E+00
  0.66024000E+01  -0.20240621E+00  -0.90309723E-01  -0.20240621E+00
  0.67899291E+01  -0.17551021E+00  -0.82783889E-01  -0.17551021E+00
  0.69799487E+01  -0.16459159E+00  -0.75905541E-01  -0.16459159E+00
  0.71724512E+01  -0.12794130E+00  -0.69605704E-01  -0.12794130E+00
  0.73674290E+01  -0.10779331E+00  -0.63866978E-01  -0.10779331E+00
  0.75648746E+01  -0.10035726E+00  -0.58643586E-01  -0.10035726E+00
  0.77647801E+01  -0.74753081E-01  -0.53873447E-01  -0.74753081E-01
  0.79671376E+01  -0.60430713E-01  -0.49536919E-01  -0.60430713E-01
  0.81719391E+01  -0.55490673E-01  -0.45597229E-01  -0.55490673E-01
  0.83791767E+01  -0.37935913E-01  -0.42002826E-01  -0.37935913E-01
  0.85888420E+01  -0.28303252E-01  -0.38737058E-01  -0.28303252E-01
  0.88009270E+01  -0.25383913E-01  -0.35772829E-01  -0.25383913E-01
  0.90154231E+01  -0.13431305E-01  -0.33072748E-01  -0.13431305E-01
  0.92323221E+01  -0.72929916E-02  -0.30627178E-01  -0.72929916E-02
  0.94516152E+01  -0.58828099E-02  -0.28416280E-01  -0.58828099E-02
  0.96732939E+01   0.21200446E-02  -0.26410711E-01   0.21200446E-02
  0.98973494E+01   0.58023668E-02  -0.24600217E-01   0.58023668E-02
  0.10123773E+02   0.62140589E-02  -0.22964564E-01   0.62140589E-02
  0.10352556E+02   0.11299972E-01  -0.21479155E-01   0.11299972E-01
  0.10583688E+02   0.13340287E-01  -0.20134925E-01   0.13340287E-01
  0.10817162E+02   0.13252137E-01  -0.18914810E-01   0.13252137E-01
  0.11052967E+02   0.16139508E-01  -0.17801550E-01   0.16139508E-01
  0.11291095E+02   0.17116181E-01  -0.16788913E-01   0.17116181E-01
  0.11531536E+02   0.16955470E-01  -0.15863591E-01   0.16955470E-01
  0.11774281E+02   0.18245241E-01  -0.15014502E-01   0.18245241E-01
  0.12019320E+02   0.18497350E-01  -0.14237307E-01   0.18497350E-01
  0.12266643E+02   0.18513180E-01  -0.13521770E-01   0.18513180E-01
  0.12516241E+02   0.18763272E-01  -0.12861266E-01   0.18763272E-01
  0.12768103E+02   0.18486079E-01  -0.12252460E-01   0.18486079E-01
  0.13022221E+02   0.18690766E-01  -0.11687639E-01   0.18690766E-01
  0.13278583E+02   0.18405284E-01  -0.11163154E-01   0.18405284E-01
  0.13537181E+02   0.17774763E-01  -0.10676167E-01   0.17774763E-01
  0.13798002E+02   0.17983474E-01  -0.10221087E-01   0.17983474E-01
  0.14061038E+02   0.17558139E-01  -0.97960710E-02   0.17558139E-01
